locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHECGBEH_01997	CDS	561	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
AHECGBEH_01997	gene	561	ydjA			
AHECGBEH_01998	CDS	480				hypothetical protein
AHECGBEH_01998	gene	480				
AHECGBEH_01999	CDS	1338				two-component sensor
AHECGBEH_01999	gene	1338				
AHECGBEH_02000	CDS	441				hypothetical protein
AHECGBEH_02000	gene	441				
AHECGBEH_02001	CDS	678				two-component response regulator
AHECGBEH_02001	gene	678				
AHECGBEH_02002	CDS	366				hypothetical protein
AHECGBEH_02002	gene	366				
AHECGBEH_02003	CDS	300	yciI		COG2350	Protein YciI
AHECGBEH_02003	gene	300	yciI			
AHECGBEH_02004	CDS	588				intracellular septation protein A
AHECGBEH_02004	gene	588				
AHECGBEH_02005	CDS	888	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
AHECGBEH_02005	gene	888	yciV			
AHECGBEH_02006	CDS	630	yciO		COG0009	putative protein YciO
AHECGBEH_02006	gene	630	yciO			
AHECGBEH_02007	CDS	891	scpA			Segregation and condensation protein A
AHECGBEH_02007	gene	891	scpA			
AHECGBEH_02008	CDS	999	scpB			Segregation and condensation protein B
AHECGBEH_02008	gene	999	scpB			
AHECGBEH_02009	CDS	531				hypothetical protein
AHECGBEH_02009	gene	531				
AHECGBEH_02010	CDS	213				hypothetical protein
AHECGBEH_02010	gene	213				
AHECGBEH_02011	CDS	1005	gapA			glyceraldehyde 3-phosphate dehydrogenase
AHECGBEH_02011	gene	1005	gapA			
AHECGBEH_02012	CDS	1827	edd	4.2.1.12		phosphogluconate dehydratase
AHECGBEH_02012	gene	1827	edd			
AHECGBEH_02013	CDS	996	glk	2.7.1.2		glucokinase
AHECGBEH_02013	gene	996	glk			
AHECGBEH_02014	CDS	729	gltR			two-component response regulator GltR
AHECGBEH_02014	gene	729	gltR			
AHECGBEH_02015	CDS	1449				two-component sensor
AHECGBEH_02015	gene	1449				
AHECGBEH_02016	CDS	1263				sugar ABC transporter substrate-binding protein
AHECGBEH_02016	gene	1263				
AHECGBEH_02017	CDS	933				sugar ABC transporter permease
AHECGBEH_02017	gene	933				
AHECGBEH_02018	CDS	846				sugar ABC transporter permease
AHECGBEH_02018	gene	846				
AHECGBEH_02019	CDS	1161				ABC transporter ATP-binding protein
AHECGBEH_02019	gene	1161				
AHECGBEH_02020	CDS	1365	oprB_2			porin B
AHECGBEH_02020	gene	1365	oprB_2			
AHECGBEH_02021	CDS	852	yeaD_1	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
AHECGBEH_02021	gene	852	yeaD_1			
AHECGBEH_02022	CDS	858				HTH-type transcriptional regulator
AHECGBEH_02022	gene	858				
AHECGBEH_02023	CDS	1470	zwf	1.1.1.49		glucose-6-phosphate 1-dehydrogenase
AHECGBEH_02023	gene	1470	zwf			
AHECGBEH_02024	CDS	717	pgl			6-phosphogluconolactonase
AHECGBEH_02024	gene	717	pgl			
AHECGBEH_02025	CDS	663		4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
AHECGBEH_02025	gene	663				
AHECGBEH_02026	CDS	438				hypothetical protein
AHECGBEH_02026	gene	438				
AHECGBEH_02027	CDS	1161				ribosomal large subunit pseudouridine synthase B
AHECGBEH_02027	gene	1161				
AHECGBEH_02028	CDS	99				hypothetical protein
AHECGBEH_02028	gene	99				
AHECGBEH_02029	CDS	921				hypothetical protein
AHECGBEH_02029	gene	921				
AHECGBEH_02030	CDS	1215	gltS			glutamate/sodium ion symporter GltS
AHECGBEH_02030	gene	1215	gltS			
AHECGBEH_02031	CDS	936		3.5.3.8		formimidoylglutamase
AHECGBEH_02031	gene	936				
AHECGBEH_02032	CDS	729				transcriptional regulator
AHECGBEH_02032	gene	729				
AHECGBEH_02033	CDS	741				short-chain dehydrogenase
AHECGBEH_02033	gene	741				
AHECGBEH_02034	CDS	672				phosphoglycolate phosphatase
AHECGBEH_02034	gene	672				
AHECGBEH_02035	CDS	741	ubiG_2	2.1.1.64		ubiquinone biosynthesis O-methyltransferase
AHECGBEH_02035	gene	741	ubiG_2			
AHECGBEH_02036	CDS	1335				N-ethylammeline chlorohydrolase
AHECGBEH_02036	gene	1335				
AHECGBEH_02037	CDS	1077		5.3.1.23		methylthioribose-1-phosphate isomerase
AHECGBEH_02037	gene	1077				
AHECGBEH_02038	CDS	2766	gyrA			DNA gyrase subunit A
AHECGBEH_02038	gene	2766	gyrA			
AHECGBEH_02039	CDS	1086	serC	2.6.1.52		3-phosphoserine/phosphohydroxythreonine aminotransferase
AHECGBEH_02039	gene	1086	serC			
AHECGBEH_02040	CDS	1098	pheA			bifunctional chorismate mutase/prephenate dehydratase
AHECGBEH_02040	gene	1098	pheA			
AHECGBEH_02041	CDS	1110	hisC2	2.6.1.9		histidinol-phosphate aminotransferase
AHECGBEH_02041	gene	1110	hisC2			
AHECGBEH_02042	CDS	2241	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
AHECGBEH_02042	gene	2241	aroA			
AHECGBEH_02043	CDS	690	cmk	2.7.4.14		cytidylate kinase
AHECGBEH_02043	gene	690	cmk			
AHECGBEH_02044	CDS	1680	rpsA			30S ribosomal protein S1
AHECGBEH_02044	gene	1680	rpsA			
AHECGBEH_02045	CDS	285	himD			integration host factor subunit beta
AHECGBEH_02045	gene	285	himD			
AHECGBEH_02046	CDS	1050	wzz_1			O-antigen chain length regulator
AHECGBEH_02046	gene	1050	wzz_1			
AHECGBEH_02047	CDS	981	rmd_1			oxidoreductase Rmd
AHECGBEH_02047	gene	981	rmd_1			
AHECGBEH_02048	CDS	1152	arnB_2			UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
AHECGBEH_02048	gene	1152	arnB_2			
AHECGBEH_02049	CDS	1155	legG	3.2.1.184	COG0381	GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing)
AHECGBEH_02049	gene	1155	legG			
AHECGBEH_02050	CDS	1086	legI	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
AHECGBEH_02050	gene	1086	legI			
AHECGBEH_02051	CDS	669	epsM	2.3.1.-	COG0110	Putative acetyltransferase EpsM
AHECGBEH_02051	gene	669	epsM			
AHECGBEH_02052	CDS	1047	glgC	2.7.7.27		Glucose-1-phosphate adenylyltransferase
AHECGBEH_02052	gene	1047	glgC			
AHECGBEH_02053	CDS	1011				oxidoreductase
AHECGBEH_02053	gene	1011				
AHECGBEH_02054	CDS	699	legF	2.7.7.82	COG1083	CMP-N,N'-diacetyllegionaminic acid synthase
AHECGBEH_02054	gene	699	legF			
AHECGBEH_02055	CDS	759				short-chain dehydrogenase
AHECGBEH_02055	gene	759				
AHECGBEH_02056	CDS	1239				hypothetical protein
AHECGBEH_02056	gene	1239				
AHECGBEH_02057	CDS	1149				hypothetical protein
AHECGBEH_02057	gene	1149				
AHECGBEH_02058	CDS	1305				hypothetical protein
AHECGBEH_02058	gene	1305				
AHECGBEH_02059	CDS	1143	wbpG			LPS biosynthesis protein WbpG
AHECGBEH_02059	gene	1143	wbpG			
AHECGBEH_02060	CDS	615	hisH2	2.4.2.-		imidazole glycerol phosphate synthase subunit HisH
AHECGBEH_02060	gene	615	hisH2			
AHECGBEH_02061	CDS	783	hisF2	4.1.3.-		imidazole glycerol phosphate synthase subunit HisF
AHECGBEH_02061	gene	783	hisF2			
AHECGBEH_02062	CDS	756	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
AHECGBEH_02062	gene	756	capD			
AHECGBEH_02063	CDS	1122	wbjC	1.1.1.367		UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
AHECGBEH_02063	gene	1122	wbjC			
AHECGBEH_02064	CDS	1131	wbpI			UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimeras
AHECGBEH_02064	gene	1131	wbpI			
AHECGBEH_02065	CDS	1035	wbpJ			glycosyl transferase WbpJ
AHECGBEH_02065	gene	1035	wbpJ			
AHECGBEH_02066	CDS	957	wbpK			NAD-dependent epimerase/dehydratase
AHECGBEH_02066	gene	957	wbpK			
AHECGBEH_02067	CDS	1020	wbpL			glycosyltransferase WbpL
AHECGBEH_02067	gene	1020	wbpL			
AHECGBEH_02068	CDS	1998	wbpM			nucleotide sugar epimerase/dehydratase WbpM
AHECGBEH_02068	gene	1998	wbpM			
AHECGBEH_02069	CDS	324			COG1555	putative protein
AHECGBEH_02069	gene	324				
AHECGBEH_02070	tRNA	76				tRNA-Asn(gtt)
AHECGBEH_02070	gene	76				
AHECGBEH_02071	CDS	1197		2.6.1.57		aspartate aminotransferase
AHECGBEH_02071	gene	1197				
AHECGBEH_02072	CDS	2013	uvrB			excinuclease ABC subunit B
AHECGBEH_02072	gene	2013	uvrB			
AHECGBEH_02073	CDS	1560				major facilitator superfamily transporter
AHECGBEH_02073	gene	1560				
AHECGBEH_02074	CDS	1035				secretion protein
AHECGBEH_02074	gene	1035				
AHECGBEH_02075	CDS	921				transcriptional regulator
AHECGBEH_02075	gene	921				
AHECGBEH_02076	CDS	1485	gltX	6.1.1.17		glutamate--tRNA ligase
AHECGBEH_02076	gene	1485	gltX			
AHECGBEH_02077	tRNA	76				tRNA-Ala(ggc)
AHECGBEH_02077	gene	76				
AHECGBEH_02078	tRNA	76				tRNA-Glu(ttc)
AHECGBEH_02078	gene	76				
AHECGBEH_02079	tRNA	76				tRNA-Ala(ggc)
AHECGBEH_02079	gene	76				
AHECGBEH_02080	tRNA	76				tRNA-Glu(ttc)
AHECGBEH_02080	gene	76				
AHECGBEH_02081	CDS	543				transcriptional regulator
AHECGBEH_02081	gene	543				
AHECGBEH_02082	CDS	858				hydrolase
AHECGBEH_02082	gene	858				
AHECGBEH_02083	CDS	648				aldolase
AHECGBEH_02083	gene	648				
AHECGBEH_02084	CDS	438				hypothetical protein
AHECGBEH_02084	gene	438				
AHECGBEH_02085	CDS	960				tRNA-dihydrouridine synthase C
AHECGBEH_02085	gene	960				
AHECGBEH_02086	CDS	747				short-chain dehydrogenase
AHECGBEH_02086	gene	747				
AHECGBEH_02087	CDS	804				hypothetical protein
AHECGBEH_02087	gene	804				
AHECGBEH_02088	CDS	450	ibpA			heat-shock protein IbpA
AHECGBEH_02088	gene	450	ibpA			
AHECGBEH_02089	CDS	1329				hypothetical protein
AHECGBEH_02089	gene	1329				
AHECGBEH_02090	CDS	927				transcriptional regulator
AHECGBEH_02090	gene	927				
AHECGBEH_02091	CDS	378	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
AHECGBEH_02091	gene	378	yabJ_1			
AHECGBEH_02092	CDS	894				transcriptional regulator
AHECGBEH_02092	gene	894				
AHECGBEH_02093	CDS	1425	leuC	4.2.1.33		3-isopropylmalate dehydratase large subunit
AHECGBEH_02093	gene	1425	leuC			
AHECGBEH_02094	CDS	639	leuD	4.2.1.33		isopropylmalate isomerase small subunit
AHECGBEH_02094	gene	639	leuD			
AHECGBEH_02095	CDS	762	ycgJ	2.1.1.-		putative methyltransferase YcgJ
AHECGBEH_02095	gene	762	ycgJ			
AHECGBEH_02096	CDS	1083	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
AHECGBEH_02096	gene	1083	leuB			
AHECGBEH_02097	CDS	1113	asd	1.2.1.11		aspartate-semialdehyde dehydrogenase
AHECGBEH_02097	gene	1113	asd			
AHECGBEH_02098	CDS	1011		1.2.1.11		aspartate-semialdehyde dehydrogenase
AHECGBEH_02098	gene	1011				
AHECGBEH_02099	CDS	2760	fimV			motility protein FimV
AHECGBEH_02099	gene	2760	fimV			
AHECGBEH_02100	CDS	858	truA	5.4.99.12		tRNA pseudouridine synthase A
AHECGBEH_02100	gene	858	truA			
AHECGBEH_02101	CDS	636	trpF	5.3.1.24		N-(5'-phosphoribosyl)anthranilate isomerase
AHECGBEH_02101	gene	636	trpF			
AHECGBEH_02102	CDS	873	accD	6.4.1.2		acetyl-CoA carboxylase carboxyltransferase subunit beta
AHECGBEH_02102	gene	873	accD			
AHECGBEH_02103	CDS	1290	folC			folylpolyglutamate synthetase
AHECGBEH_02103	gene	1290	folC			
AHECGBEH_02104	CDS	660	ftsN_1			Cell division protein FtsN
AHECGBEH_02104	gene	660	ftsN_1			
AHECGBEH_02105	CDS	516				hypothetical protein
AHECGBEH_02105	gene	516				
AHECGBEH_02106	CDS	1506	purF	2.4.2.14		amidophosphoribosyltransferase
AHECGBEH_02106	gene	1506	purF			
AHECGBEH_02107	CDS	1212	metZ			O-succinylhomoserine sulfhydrylase
AHECGBEH_02107	gene	1212	metZ			
AHECGBEH_02108	CDS	768				oxidoreductase
AHECGBEH_02108	gene	768				
AHECGBEH_02109	CDS	1977	xcpQ			type II secretion system protein D
AHECGBEH_02109	gene	1977	xcpQ			
AHECGBEH_02110	CDS	657	xcpP			type II secretion system protein N
AHECGBEH_02110	gene	657	xcpP			
AHECGBEH_02111	CDS	1509	xcpR			type II secretion system protein E
AHECGBEH_02111	gene	1509	xcpR			
AHECGBEH_02112	CDS	1218	xcpS			type II secretion system protein F
AHECGBEH_02112	gene	1218	xcpS			
AHECGBEH_02113	CDS	429	xcpT			type II secretion system protein G
AHECGBEH_02113	gene	429	xcpT			
AHECGBEH_02114	CDS	519	xcpU			type II secretion system protein H
AHECGBEH_02114	gene	519	xcpU			
AHECGBEH_02115	CDS	390	xcpV			type II secretion system protein I
AHECGBEH_02115	gene	390	xcpV			
AHECGBEH_02116	CDS	714	xcpW			type II secretion system protein J
AHECGBEH_02116	gene	714	xcpW			
AHECGBEH_02117	CDS	1002	xcpX			type II secretion system protein K
AHECGBEH_02117	gene	1002	xcpX			
AHECGBEH_02118	CDS	1149	xcpY			type II secretion system protein L
AHECGBEH_02118	gene	1149	xcpY			
AHECGBEH_02119	CDS	525	xcpZ			type II secretion system protein M
AHECGBEH_02119	gene	525	xcpZ			
AHECGBEH_02120	tRNA	76				tRNA-Val(tac)
AHECGBEH_02120	gene	76				
AHECGBEH_02121	tRNA	77				tRNA-Asp(gtc)
AHECGBEH_02121	gene	77				
AHECGBEH_02122	tRNA	77				tRNA-Asp(gtc)
AHECGBEH_02122	gene	77				
AHECGBEH_02123	CDS	1038				transcriptional regulator
AHECGBEH_02123	gene	1038				
AHECGBEH_02124	CDS	1119				hypothetical protein
AHECGBEH_02124	gene	1119				
AHECGBEH_02125	CDS	2040	fadH1			2,4-dienoyl-CoA reductase
AHECGBEH_02125	gene	2040	fadH1			
AHECGBEH_02126	CDS	1404				hypothetical protein
AHECGBEH_02126	gene	1404				
AHECGBEH_02127	CDS	933				1-aminocyclopropane-1-carboxylate deaminase
AHECGBEH_02127	gene	933				
AHECGBEH_02128	CDS	966				hypothetical protein
AHECGBEH_02128	gene	966				
AHECGBEH_02129	CDS	888		2.7.1.23		NAD kinase
AHECGBEH_02129	gene	888				
AHECGBEH_02130	CDS	981	apaH_2	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
AHECGBEH_02130	gene	981	apaH_2			
AHECGBEH_02131	CDS	861	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
AHECGBEH_02131	gene	861	glpG			
AHECGBEH_02132	CDS	264				hypothetical protein
AHECGBEH_02132	gene	264				
AHECGBEH_02133	CDS	834				hypothetical protein
AHECGBEH_02133	gene	834				
AHECGBEH_02134	CDS	2658	pepN			aminopeptidase
AHECGBEH_02134	gene	2658	pepN			
AHECGBEH_02135	CDS	1965	gbt_3			glycine betaine transmethylase
AHECGBEH_02135	gene	1965	gbt_3			
AHECGBEH_02136	CDS	1368				putative protein
AHECGBEH_02136	gene	1368				
AHECGBEH_02137	CDS	1098	hcf136_1			Ycf48-like protein
AHECGBEH_02137	gene	1098	hcf136_1			
AHECGBEH_02138	CDS	2382				hypothetical protein
AHECGBEH_02138	gene	2382				
AHECGBEH_02139	CDS	1296				two-component sensor
AHECGBEH_02139	gene	1296				
AHECGBEH_02140	CDS	672				two-component response regulator
AHECGBEH_02140	gene	672				
AHECGBEH_02141	CDS	1080				hypothetical protein
AHECGBEH_02141	gene	1080				
AHECGBEH_02142	CDS	1632				hypothetical protein
AHECGBEH_02142	gene	1632				
AHECGBEH_02143	CDS	1761				hypothetical protein
AHECGBEH_02143	gene	1761				
AHECGBEH_02144	CDS	1023				hypothetical protein
AHECGBEH_02144	gene	1023				
AHECGBEH_02145	CDS	495				hypothetical protein
AHECGBEH_02145	gene	495				
AHECGBEH_02146	tRNA	98				tRNA-Ala(cgc)
AHECGBEH_02146	gene	98				
AHECGBEH_02147	CDS	981				hypothetical protein
AHECGBEH_02147	gene	981				
AHECGBEH_02148	CDS	771				hypothetical protein
AHECGBEH_02148	gene	771				
AHECGBEH_02149	CDS	4863	gdhB			NAD-specific glutamate dehydrogenase
AHECGBEH_02149	gene	4863	gdhB			
AHECGBEH_02150	CDS	444				transcriptional regulator
AHECGBEH_02150	gene	444				
AHECGBEH_02151	CDS	573	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
AHECGBEH_02151	gene	573	rutB_2			
AHECGBEH_02152	CDS	987				hypothetical protein
AHECGBEH_02152	gene	987				
AHECGBEH_02153	CDS	108				hypothetical protein
AHECGBEH_02153	gene	108				
AHECGBEH_02154	CDS	2847				hypothetical protein
AHECGBEH_02154	gene	2847				
AHECGBEH_02155	CDS	3582	pelB			pellicle/biofilm biosynthesis protein PelB
AHECGBEH_02155	gene	3582	pelB			
AHECGBEH_02156	CDS	519	pelC			pellicle/biofilm biosynthesis outer membrane protein PelC
AHECGBEH_02156	gene	519	pelC			
AHECGBEH_02157	CDS	1368	pelD			pellicle/biofilm biosynthesis protein PelD
AHECGBEH_02157	gene	1368	pelD			
AHECGBEH_02158	CDS	990	pelE			pellicle/biofilm biosynthesis protein PelE
AHECGBEH_02158	gene	990	pelE			
AHECGBEH_02159	CDS	1524	pelF			pellicle/biofilm biosynthesis glycosyltransferase PelF
AHECGBEH_02159	gene	1524	pelF			
AHECGBEH_02160	CDS	1371	pelG			pellicle/biofilm biosynthesis Wzx-like polysaccharide transporter PelG
AHECGBEH_02160	gene	1371	pelG			
AHECGBEH_02161	CDS	231				hypothetical protein
AHECGBEH_02161	gene	231				
AHECGBEH_02162	CDS	477				hypothetical protein
AHECGBEH_02162	gene	477				
AHECGBEH_02163	CDS	477				hypothetical protein
AHECGBEH_02163	gene	477				
AHECGBEH_02164	CDS	1905				hypothetical protein
AHECGBEH_02164	gene	1905				
AHECGBEH_02165	CDS	1002				hydrolase
AHECGBEH_02165	gene	1002				
AHECGBEH_02166	CDS	882				hypothetical protein
AHECGBEH_02166	gene	882				
AHECGBEH_02167	CDS	282				hypothetical protein
AHECGBEH_02167	gene	282				
AHECGBEH_02168	CDS	1029	pyrD			dihydroorotate dehydrogenase
AHECGBEH_02168	gene	1029	pyrD			
AHECGBEH_02169	CDS	213	rmf			ribosome modulation factor
AHECGBEH_02169	gene	213	rmf			
AHECGBEH_02170	CDS	2178				ribosomal RNA large subunit methyltransferase K/L
AHECGBEH_02170	gene	2178				
AHECGBEH_02171	CDS	1431				D-alanyl-D-alanine carboxypeptidase
AHECGBEH_02171	gene	1431				
AHECGBEH_02172	CDS	345			COG3171	putative protein
AHECGBEH_02172	gene	345				
AHECGBEH_02173	CDS	624				two-component response regulator
AHECGBEH_02173	gene	624				
AHECGBEH_02174	CDS	2226				two-component sensor
AHECGBEH_02174	gene	2226				
AHECGBEH_02175	CDS	1332				deoxyguanosinetriphosphate triphosphohydrolase
AHECGBEH_02175	gene	1332				
AHECGBEH_02176	CDS	324				hypothetical protein
AHECGBEH_02176	gene	324				
AHECGBEH_02177	CDS	381				hypothetical protein
AHECGBEH_02177	gene	381				
AHECGBEH_02178	CDS	330	yqjD_1		COG4575	putative protein YqjD
AHECGBEH_02178	gene	330	yqjD_1			
AHECGBEH_02179	CDS	1209				transporter
AHECGBEH_02179	gene	1209				
AHECGBEH_02180	CDS	1266				porin
AHECGBEH_02180	gene	1266				
AHECGBEH_02181	CDS	867				hypothetical protein
AHECGBEH_02181	gene	867				
AHECGBEH_02182	CDS	933				hypothetical protein
AHECGBEH_02182	gene	933				
AHECGBEH_02183	CDS	597				glutathione S-transferase
AHECGBEH_02183	gene	597				
AHECGBEH_02184	CDS	558				transcriptional regulator
AHECGBEH_02184	gene	558				
AHECGBEH_02185	CDS	240				hypothetical protein
AHECGBEH_02185	gene	240				
AHECGBEH_02186	CDS	1404	snr1			cytochrome C Snr1
AHECGBEH_02186	gene	1404	snr1			
AHECGBEH_02187	tRNA	77				tRNA-Pro(cgg)
AHECGBEH_02187	gene	77				
AHECGBEH_02188	CDS	222				hypothetical protein
AHECGBEH_02188	gene	222				
AHECGBEH_02189	CDS	597	mobA			molybdenum cofactor guanylyltransferase
AHECGBEH_02189	gene	597	mobA			
AHECGBEH_02190	CDS	540	moaB2			molybdopterin biosynthesis protein B
AHECGBEH_02190	gene	540	moaB2			
AHECGBEH_02191	tRNA	94				tRNA-Trp(cca)
AHECGBEH_02191	gene	94				
AHECGBEH_02192	CDS	1032				transcriptional regulator
AHECGBEH_02192	gene	1032				
AHECGBEH_02193	CDS	1596	glcD_2			glycolate oxidase subunit GlcD
AHECGBEH_02193	gene	1596	glcD_2			
AHECGBEH_02194	CDS	1581				FAD-dependent glycerol-3-phosphate dehydrogenase
AHECGBEH_02194	gene	1581				
AHECGBEH_02195	CDS	1560				carbohydrate kinase
AHECGBEH_02195	gene	1560				
AHECGBEH_02196	CDS	909				lipid kinase
AHECGBEH_02196	gene	909				
AHECGBEH_02197	CDS	807	ycbX		COG0633	putative protein YcbX
AHECGBEH_02197	gene	807	ycbX			
AHECGBEH_02198	CDS	387				hypothetical protein
AHECGBEH_02198	gene	387				
AHECGBEH_02199	CDS	1929				lytic transglycosylase
AHECGBEH_02199	gene	1929				
AHECGBEH_02200	CDS	1923				ABC transporter ATP-binding protein
AHECGBEH_02200	gene	1923				
AHECGBEH_02201	CDS	687				hypothetical protein
AHECGBEH_02201	gene	687				
AHECGBEH_02202	CDS	438	uspA2		COG0589	Universal stress protein A 
AHECGBEH_02202	gene	438	uspA2			
AHECGBEH_02203	CDS	435				hypothetical protein
AHECGBEH_02203	gene	435				
AHECGBEH_02204	CDS	804				hypothetical protein
AHECGBEH_02204	gene	804				
AHECGBEH_02205	CDS	2148	faoA	1.1.1.35		fatty acid oxidation complex subunit alpha
AHECGBEH_02205	gene	2148	faoA			
AHECGBEH_02206	CDS	1176	foaB	2.3.1.16		3-ketoacyl-CoA thiolase
AHECGBEH_02206	gene	1176	foaB			
AHECGBEH_02207	CDS	375				hypothetical protein
AHECGBEH_02207	gene	375				
AHECGBEH_02208	CDS	2607	topA_1	5.99.1.2		DNA topoisomerase I
AHECGBEH_02208	gene	2607	topA_1			
AHECGBEH_02209	CDS	519				hypothetical protein
AHECGBEH_02209	gene	519				
AHECGBEH_02210	CDS	234				hypothetical protein
AHECGBEH_02210	gene	234				
AHECGBEH_02211	CDS	486				cell division inhibitor SulA
AHECGBEH_02211	gene	486				
AHECGBEH_02212	CDS	615	lexA	3.4.21.88		LexA repressor
AHECGBEH_02212	gene	615	lexA			
AHECGBEH_02213	CDS	702	psrA			transcriptional regulator PsrA
AHECGBEH_02213	gene	702	psrA			
AHECGBEH_02214	CDS	999	nagZ	3.2.1.52		beta-hexosaminidase
AHECGBEH_02214	gene	999	nagZ			
AHECGBEH_02215	CDS	738		2.4.2.28		S-methyl-5'-thioinosine phosphorylase
AHECGBEH_02215	gene	738				
AHECGBEH_02216	CDS	630				hypothetical protein
AHECGBEH_02216	gene	630				
AHECGBEH_02217	CDS	3453	mfd			transcription-repair coupling factor
AHECGBEH_02217	gene	3453	mfd			
AHECGBEH_02218	CDS	1467		1.2.1.12		glyceraldehyde-3-phosphate dehydrogenase
AHECGBEH_02218	gene	1467				
AHECGBEH_02219	CDS	1410	aroP1			aromatic amino acid transporter AroP
AHECGBEH_02219	gene	1410	aroP1			
AHECGBEH_02220	CDS	1338	nqrA			Na(+)-translocating NADH-quinone reductase subunit A
AHECGBEH_02220	gene	1338	nqrA			
AHECGBEH_02221	CDS	1212	nqrB			Na(+)-translocating NADH-quinone reductase subunit B
AHECGBEH_02221	gene	1212	nqrB			
AHECGBEH_02222	CDS	786	nqrC			Na(+)-translocating NADH-quinone reductase subunit C
AHECGBEH_02222	gene	786	nqrC			
AHECGBEH_02223	CDS	672	nqrD			Na(+)-translocating NADH-quinone reductase subunit D
AHECGBEH_02223	gene	672	nqrD			
AHECGBEH_02224	CDS	609	nqrE			Na(+)-translocating NADH-quinone reductase subunit E
AHECGBEH_02224	gene	609	nqrE			
AHECGBEH_02225	CDS	1224	nqrF			Na(+)-translocating NADH-quinone reductase subunit F
AHECGBEH_02225	gene	1224	nqrF			
AHECGBEH_02226	CDS	1002	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
AHECGBEH_02226	gene	1002	apbE			
AHECGBEH_02227	CDS	228				hypothetical protein
AHECGBEH_02227	gene	228				
AHECGBEH_02228	CDS	1395	sth	1.6.1.1		soluble pyridine nucleotide transhydrogenase
AHECGBEH_02228	gene	1395	sth			
AHECGBEH_02229	CDS	723				phosphodiesterase
AHECGBEH_02229	gene	723				
AHECGBEH_02230	CDS	309				hypothetical protein
AHECGBEH_02230	gene	309				
